Quand faut-il chercher un stage ?	Il faut s'assurer d'avoir un stage avant fin Février.
Le stage se cherche quand ?	Il faut s'assurer d'avoir un stage avant fin Février.

Le stage est-il rémunéré ?	Oui, le stage est obligatoirement rémunéré.
Est-ce que le stage est payé ?	Oui, le stage est obligatoirement rémunéré.
Est-ce qu'on est payé pendant le stage ?	Oui, le stage est obligatoirement rémunéré.
Recevons nous obligatoirement une rémunération pour le stage ?	Oui, le stage est obligatoirement rémunéré.

Combien on est payé pendant le stage ?	La paye minimale durant le stage est de 550 Euros mensuels environ.
Quelle est la rémunération minimale d'un stagiaire ?	La paye minimale durant le stage est de 550 Euros mensuels environ.
Quelle est la paye minimale pendant le stage ?	La paye minimale durant le stage est de 550 Euros mensuels environ.
A combien s'élève la gratification durant le stage ?	La paye minimale durant le stage est de 550 Euros mensuels environ.
Quel est le salaire durant le stage ?	La paye minimale durant le stage est de 550 Euros mensuels environ.

Il faut avoir un stage avant le début des cours ?	Non, il n'est pas nécessaire d'avoir un stage avant toute chose.
Il faut trouver un stage avant le début des cours ?	Non, il n'est pas nécessaire d'avoir un stage avant toute chose.
On doit trouver un stage avant de commencer ?	Non, il n'est pas nécessaire d'avoir un stage avant toute chose.
Est-ce qu'il faut trouver un stage avant de faire l'inscription ?	Non, il n'est pas nécessaire d'avoir un stage avant toute chose.
Il faut avoir un stage avant de commencer le master ?	Non, il n'est pas nécessaire d'avoir un stage avant toute chose.

Proposez-vous des stages ?	Il y a le service career center, et le responsable vous transmets des offres de stages.
Est-ce que l'université nous aide pour trouver des stages ?	Il y a le service career center, et le responsable vous transmets des offres de stages.
Comment trouver un stage ?	Il y a le service career center, et le responsable vous transmets des offres de stages.
Où trouver un stage ?	Il y a le service career center, et le responsable vous transmets des offres de stages.
Il y a-t-il un service qui fait la prospection des stages pour les Etudiants ?	Il y a le service career center, et le responsable vous transmets des offres de stages.

Est-il dur de trouver un stage ?	Non, les offres de stages sont nombreuses.
Est-il difficile de trouver un stage ?	Non, les offres de stages sont nombreuses.

Un stage effectué en entreprise ?	Les stages sont effectués en entreprise ou dans un laboratoire de recherche.
Un stage effectué en laboratoire ?	Les stages sont effectués en entreprise ou dans un laboratoire de recherche.
On peut faire un stage en entreprise ?	Les stages sont effectués en entreprise ou dans un laboratoire de recherche.
Un stage d'insertion professionnelle ?	Les stages sont effectués en entreprise ou dans un laboratoire de recherche.
Où faire mon stage ?	Les stages sont effectués en entreprise ou dans un laboratoire de recherche.

Le stage est-il obligatoire en entreprise ?	Non, il est possible de l’effectuer en laboratoire.
Le stage de fin d'études doit être orienté recherche uniquement ?	Non, il est possible de l’effectuer en entreprise.

Quel est le sujet du stage ?	Vous aurez peut être l'ocasion de développer un chatbot.
Quels sont les stages qui ont déjà été fait ?	Vous aurez peut être l'ocasion de développer un chatbot.

Peut on faire son stage en UNK_Token ?	Vous pouvez faire votre stage ou vous le souhaitez, sous réserve de validation par l'université.
Peut on faire son stage au UNK_Token ?	Vous pouvez faire votre stage ou vous le souhaitez, sous réserve de validation par l'université.
On peut faire son stage à l'étranger ?	Vous pouvez faire votre stage ou vous le souhaitez, sous réserve de validation par l'université.
On est obligé de faire son stage en france ?	Vous pouvez faire votre stage ou vous le souhaitez, sous réserve de validation par l'université.

Quand est la soutenance de stage ?	Les soutenances de stage se font début septembre.
C'est quand la soutenance de stage ?	Les soutenances de stage se font début septembre.

Quelle est la paye maximale pendant le stage ?	Il n'y a pas de paye maximale.
Existe-t-il une rémunération maximale pour le stage ?	Il n'y a pas de paye maximale.

Est-ce qu'on peut négocier la rémunération du stage ?	Il faut voir cela avec l'entreprise d'accueil.
Pourra-t-on négocier sur le salaire du stage ?	Il faut voir cela avec l'entreprise d'accueil.

Quand faut-il rendre le rapport de stage ?	Les rapports de stage sont à rendre vers la fin Aout.
Quelle est la date de rendu des rapports de stage ?	Les rapports de stage sont à rendre vers la fin Aout.
